,incident_id,title,short_desc,date,location,tags,lat,lon,geom,locality,town,state,country
4301,incident_6806, commenting ," theres this boy who wanted me to be his girlfriend and I refused. One day as I was passing by he approached me and told me that he has gotten...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"sidareck, Kibera, Nairobi, Kenya",Commenting,-1.3114845,36.787947499999994,"-1.3114845,36.787947499999994",Nairobi,,Nairobi County,Kenya
4302,incident_6803, sexual invites ," the uncle wanted to kiss her and promised to buy her anything she needs  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"katwekera, Kibera, Nairobi, Kenya",Sexual Invites,-1.3147303,36.777983299999995,"-1.3147303,36.777983299999995",Nairobi,,Nairobi County,Kenya
4303,incident_6802, others ," when I went to visit my friend I found her brother and he told me to sit and he came and removed his belt and wanted to rape me but he did not...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"soweto, Kibera, Nairobi, Kenya",Others,-1.3152764,36.7996521,"-1.3152764,36.7996521",Nairobi,,Nairobi County,Kenya
4304,incident_6801, sexual invites ," our neighbour sent me to the shop and when I came back he gave me soda to drink and later gave me 200shillings and promised to do anything for...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"kianda, Kibera, Nairobi, Kenya",Sexual Invites,-1.3120192,36.7745442,"-1.3120192,36.7745442",Nairobi,,Nairobi County,Kenya
4305,incident_6797, sexual invites ," a girl was coming from school and she met a man who was driving. The man called her and promised to buy her anything she needed and even gave...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"bombolulu, Kibera, Nairobi, Kenya",Sexual Invites,-1.3110513000000001,36.774672100000004,"-1.3110513000000001,36.774672100000004",Nairobi,,Nairobi County,Kenya
4306,incident_6796, others ," my father sent me to the shop and the shopkeeper told me to enter and help him carry a packet of milk into his sitting room. He then tried to...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"kianda, Kibera, Nairobi, Kenya",Others,-1.3120192,36.7745442,"-1.3120192,36.7745442",Nairobi,,Nairobi County,Kenya
4307,incident_6794, touching/groping ," I was going to fetch water near our home and a white man came and pulled me while touching my breast but I managed to escape  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"bombolulu, Kibera, Nairobi, Kenya",Touching /Groping,-1.3110513000000001,36.774672100000004,"-1.3110513000000001,36.774672100000004",Nairobi,,Nairobi County,Kenya
4308,incident_6793, Touching ," I was touched by a man who was drunk and he attempted to rape me but I managed to escape  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"bombolulu, Kibera, Nairobi, Kenya",Touching /Groping,-1.3110513000000001,36.774672100000004,"-1.3110513000000001,36.774672100000004",Nairobi,,Nairobi County,Kenya
4309,incident_6789, Touching ," there was a man who was pretending to be drunk and started touching girl's private parts and he claims that he does not know what he is doing  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"kamukunji, Kibera, Nairobi, Kenya",Touching /Groping,-1.3135725,36.782063799999996,"-1.3135725,36.782063799999996",Nairobi,,Nairobi County,Kenya
4310,incident_6787, ogling/facial expressions ," men wink at us when we pass throuh that route  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Lindi, Kibera, Nairobi, Kenya",Ogling/Facial Expressions/Staring,-1.3156086999999999,36.7920489,"-1.3156086999999999,36.7920489",Nairobi,,Nairobi County,Kenya
4311,incident_6785, ogling/facial expressions ," A man stepped on my feet and did not even say sorry but just smiled funnily at me but I assumed.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"corner mabya, kibera drive. LM: mizuka youth group, Kibera, Nairobi, Kenya",Ogling/Facial Expressions/Staring,-1.3092534,36.780609999999996,"-1.3092534,36.780609999999996",Nairobi,,Nairobi County,Kenya
4312,incident_6781, Ogling/facial expressions ," men wink at us when we pass throuh that route  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Lindi, Kibera, Nairobi, Kenya",Ogling/Facial Expressions/Staring,-1.3156086999999999,36.7920489,"-1.3156086999999999,36.7920489",Nairobi,,Nairobi County,Kenya
4313,incident_6780, catcalls/commenting/ogling ," When you pass at darajani the men call you and wink at you then they tell you you are enough for them.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Darajani, Kibera, Nairobi, Kenya",Ogling/Facial Expressions/Staring,-1.3111453000000002,36.7875707,"-1.3111453000000002,36.7875707",Nairobi,,Nairobi County,Kenya
4314,incident_6779, stalking ," When passing at Toi market, some men follow you up to where you are going  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Toi market, Kibera, Nairobi, Kenya",Stalking,-1.3071005,36.7801679,"-1.3071005,36.7801679",Nairobi,,Nairobi County,Kenya
4315,incident_6773, Touching ," some boys like spanking girls and abusing them while passing on the way in our school during the day at lunch time  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni, Kibera, Nairobi, Kenya",Touching /Groping,-1.3124125,36.7906184,"-1.3124125,36.7906184",Nairobi,,Nairobi County,Kenya
4316,incident_6772, stalking ," my classmate likes following girls especially when we are going home and if we tell the teacher, she does nothing about it  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"laini saba, Kibera, Nairobi, Kenya",Stalking,-1.3121711999999999,36.7940684,"-1.3121711999999999,36.7940684",Nairobi,,Nairobi County,Kenya
4317,incident_6766, commenting and staring ," I was passing by and some men started talking about me and staring at me  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Makongeni, Kibera, Nairobi, Kenya",Ogling/Facial Expressions/Staring,-1.2976047,36.8505924,"-1.2976047,36.8505924",Nairobi,,Nairobi County,Kenya
4318,incident_6765, whistling ," I was heading home from school and I saw a group of men sitting inside the kiosk. There was a girl who was being whistled at by the men. I passed...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Bukungu near the railway, Kibera, Nairobi, Kenya",Catcalls/Whistles,-1.3021471000000002,36.76698520000001,"-1.3021471000000002,36.76698520000001",Nairobi,,Nairobi County,Kenya
4319,incident_6762, catcalls ," my friend was passing by mashimoni area and men who normally sit in a kiosk near the railway chewing mirror were caling and whistling at her  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni , Kibera, Nairobi, Kenya",Catcalls/Whistles,-1.3124125,36.7906184,"-1.3124125,36.7906184",Nairobi,,Nairobi County,Kenya
4320,incident_6758, Rape ," an old man of 52 yearscalled a young girl of 8 years to his house and raped her. Her mother reported the case and the man was arested and he...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"katwekera, Kibera, Nairobi, Kenya",Rape / Sexual Assault,-1.3147303,36.777983299999995,"-1.3147303,36.777983299999995",Nairobi,,Nairobi County,Kenya
4321,incident_6757, rape ," my neighbours had left their child in the house in the evening,someone got into the house and raped her  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"waruk, kangemi, Kibera, Nairobi, Kenya",Rape / Sexual Assault,-1.2675139,36.762254799999994,"-1.2675139,36.762254799999994",Nairobi,,Nairobi County,Kenya
4322,incident_6755, others ," he tried to force her to have sex with him  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"kisumu ndogo, Kibera, Nairobi, Kenya",Others,-1.3123664,36.7875275,"-1.3123664,36.7875275",Nairobi,,Nairobi County,Kenya
4323,incident_6752, stalking ," some boys always follow the girls upto their homes and the girls do not realize they are being followed  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"katwekera, Kibera, Nairobi, Kenya",Stalking,-1.3147303,36.777983299999995,"-1.3147303,36.777983299999995",Nairobi,,Nairobi County,Kenya
4324,incident_6751, catcalls/whistles ," The boys started calling me while passing on the road  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Kisumu Ndogo, Kibera, Nairobi, Kenya",Catcalls/Whistles,-1.3123664,36.7875275,"-1.3123664,36.7875275",Nairobi,,Nairobi County,Kenya
4325,incident_6750, stalking ," There are some boys always following me while I am going home after school  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Kisumu Ndogo, Kibera, Nairobi, Kenya",Stalking,-1.3123664,36.7875275,"-1.3123664,36.7875275",Nairobi,,Nairobi County,Kenya
4326,incident_6749," catcalls/whistles, stalking "," Boys always call girls but if you refuse to go or reply to them they satrt following you  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"kisumu Ndogo, Kibera, Nairobi, Kenya",Stalking,-1.3123664,36.7875275,"-1.3123664,36.7875275",Nairobi,,Nairobi County,Kenya
4327,incident_6748, Others ," Lucy a physically diasbled child assaulted by the step-mother get physical injuries the child was rescued and taken to a safe house  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"kisumu ndogo. LM: railway line, Kibera, Nairobi, Kenya",Others,-1.3123664,36.7875275,"-1.3123664,36.7875275",Nairobi,,Nairobi County,Kenya
4328,incident_6742," facial expression, whistling "," I was walking and a man whistled at me. When I looked back he made weird expressions but I ignored.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"DC, Makina DC road. LM: D.O'S office, Kibera, Nairobi, Kenya",Catcalls/Whistles,-1.2342251,36.810659,"-1.2342251,36.810659",Nairobi,,Nairobi County,Kenya
4329,incident_6741, indecent exposure ," I was passing by two men and one of them removed his private part to urinate by the side of the road without caring who is passing by.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"kabarnet kibera drive.LM: yes to kids hospital (Y2K), Kibera, Nairobi, Kenya",Indecent exposure,0.49010699999999996,35.743418,"0.49010699999999996,35.743418",Kabarnet,,Baringo County,Kenya
4330,incident_6740, Touching ," My neighbour called me to repair for him his torn cloth. When I went to take it as I was leaving he caught my shoulders with his two hands in...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"DC village, makina-DC LM:greenhut, Kibera, Nairobi, Kenya",Touching /Groping,38.9071923,-77.03687070000001,"38.9071923,-77.03687070000001",Washington,,District of Columbia,United States
4331,incident_6738, staring ," I was walking by the olympic road and some men were idling outside a movie shop they were staring at some girls passing and when I passed there...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"olympic road. LM: karolina organization, Kibera, Nairobi, Kenya",Ogling/Facial Expressions/Staring,-1.3114845,36.787947499999994,"-1.3114845,36.787947499999994",Nairobi,,Nairobi County,Kenya
4332,incident_6736, staring ," I was walking towards olympic stage to take a bus and some men working in a welding shop strted talking in low tones and they all turned and...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"olympic. LM: bus terminus, Kibera, Nairobi, Kenya",Ogling/Facial Expressions/Staring,-1.3126448,36.7775756,"-1.3126448,36.7775756",Nairobi,,Nairobi County,Kenya
4333,incident_6735, stalking ," I was at makina stage and two high school girls were walking from school to home a boy was running towards them and finally approached them...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"makina. LM: toi market, Kibera, Nairobi, Kenya",Stalking,-1.3080426,36.7813468,"-1.3080426,36.7813468",Nairobi,,Nairobi County,Kenya
4334,incident_6660, ogling/facial expression ," A man stepped on my feet and did not even say sorry but just smiled funnily at me but I assumed.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"corner mabya, kibera drive, Kibera, Nairobi, Kenya",Ogling/Facial Expressions/Staring,-1.3092534,36.780609999999996,"-1.3092534,36.780609999999996",Nairobi,,Nairobi County,Kenya
4335,incident_6657, catcalls ," I was at olympic stage waiting for a bus and the men idling there started calling me and telling me to come sah  hi  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"olympic, LM: between depot and olympic stage, Kibera, Nairobi, Kenya",Catcalls/Whistles,-1.313232,36.7805502,"-1.313232,36.7805502",Nairobi,,Nairobi County,Kenya
4336,incident_6655, whistling and commenting ," she had been sent to the shop when two boys whistled at her and when she turned back they told her shes hot  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni, Kibera, Nairobi, Kenya",Catcalls/Whistles,-1.3124125,36.7906184,"-1.3124125,36.7906184",Nairobi,,Nairobi County,Kenya
4337,incident_6653, stalking ," she was on her way to town when she realised that her neighbour had followed her from kibera to her place of work.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"nairobi CBD, Kibera, Nairobi, Kenya",Stalking,-1.3114845,36.787947499999994,"-1.3114845,36.787947499999994",Nairobi,,Nairobi County,Kenya
4338,incident_6652, touching ," I was standing when a neighbour spanked me.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Lindi, Kibera, Nairobi, Kenya",Touching /Groping,-1.3156086999999999,36.7920489,"-1.3156086999999999,36.7920489",Nairobi,,Nairobi County,Kenya
4339,incident_6651, Touching and commenting ," I was waiting for a bus on my way to college and a man came close to me and touched my breast and started saying your breast are beautiful  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"makina, Kibera, Nairobi, Kenya",Touching /Groping,-1.3084665,36.783297,"-1.3084665,36.783297",Nairobi,,Nairobi County,Kenya
4340,incident_6650, Touching ," I saw another man touching a woman on her buttocks  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"otiende, Kibera, Nairobi, Kenya",Touching /Groping,-1.3211772,36.7792574,"-1.3211772,36.7792574",Nairobi,,Nairobi County,Kenya
4341,incident_6647, catcalls and commenting ," I was passing by and then some men started calling me and telling me im beautiful  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Toi market, Kibera, Nairobi, Kenya",Catcalls/Whistles,-1.3071005,36.7801679,"-1.3071005,36.7801679",Nairobi,,Nairobi County,Kenya
4342,incident_6646, sexual invites ," two men called my friend and when she went there they gave her some money  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"soweto, Kibera, Nairobi, Kenya",Sexual Invites,-1.3152764,36.7996521,"-1.3152764,36.7996521",Nairobi,,Nairobi County,Kenya
4343,incident_6645, catcalls/whistling ," he whistled at me then he called me and I assumed  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"karanja, Kibera, Nairobi, Kenya",Catcalls/Whistles,-1.309714,36.780324,"-1.309714,36.780324",Nairobi,,Nairobi County,Kenya
4344,incident_6644, rape ," young boys and girls were sexually abused at undugu grounds in the bushy area of nairobi dam by youths who were high on drugs. This usually...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"silanga, undugu grounds, Kibera, Nairobi, Kenya",Rape / Sexual Assault,-1.3177926000000002,36.7997468,"-1.3177926000000002,36.7997468",Nairobi,,Nairobi County,Kenya
4345,incident_6641, rape ," a girl was gangraped by several boys along the river down kibera south dispensary at the plantations along the river  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"lindi,mukude area LM:kibera south dispensary, Kibera, Nairobi, Kenya",Rape / Sexual Assault,-1.3148767,36.7889381,"-1.3148767,36.7889381",Nairobi,,Nairobi County,Kenya
4346,incident_6635, others ," some group of idle boys sit at usalama bridge that connects lindi and laini saba harassing, chasing and even sexually abusing girls on their...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"usalama bridge, Kibera, Nairobi, Kenya",Others,-1.3114845,36.787947499999994,"-1.3114845,36.787947499999994",Nairobi,,Nairobi County,Kenya
4347,incident_6634, commenting ," theres this boy who wanted me to be his girlfriend and I refused. One day as I was passing by he approached me and told me that he has gotten...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"sidareck, Kibera, Nairobi, Kenya",Commenting,-1.3114845,36.787947499999994,"-1.3114845,36.787947499999994",Nairobi,,Nairobi County,Kenya
4348,incident_6631, sexual invites ," the uncle wanted to kiss her and promised to buy her anything she needs  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"katwekera, Kibera, Nairobi, Kenya",Sexual Invites,-1.3147303,36.777983299999995,"-1.3147303,36.777983299999995",Nairobi,,Nairobi County,Kenya
4349,incident_6629, sexual invites ," our neighbour sent me to the shop and when I came back he gave me soda to drink and later gave me 200shillings and promised to do anything for...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"kianda, Kibera, Nairobi, Kenya",Sexual Invites,-1.3120192,36.7745442,"-1.3120192,36.7745442",Nairobi,,Nairobi County,Kenya
4350,incident_6625, sexual invites ," a girl was coming from school and she met a man who was driving. The man called her and promised to buy her anything she needed and even gave...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"bombolulu, Kibera, Nairobi, Kenya",Sexual Invites,-1.3110513000000001,36.774672100000004,"-1.3110513000000001,36.774672100000004",Nairobi,,Nairobi County,Kenya
4351,incident_6624, others ," my father sent me to the shop and the shopkeeper told me to enter and help him carry a packet of milk into his sitting room. He then tried to...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"kianda, Kibera, Nairobi, Kenya",Others,-1.3120192,36.7745442,"-1.3120192,36.7745442",Nairobi,,Nairobi County,Kenya
4352,incident_6622, touching ," I was going to fetch water near our home and a white man came and pulled me while touching my breast but I managed to escape  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"bombolulu, Kibera, Nairobi, Kenya",Touching /Groping,-1.3110513000000001,36.774672100000004,"-1.3110513000000001,36.774672100000004",Nairobi,,Nairobi County,Kenya
4353,incident_6621, Touching ," I was touched by a man who was drunk and he attempted to rape me but I managed to escape  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"bombolulu, Kibera, Nairobi, Kenya",Touching /Groping,-1.3110513000000001,36.774672100000004,"-1.3110513000000001,36.774672100000004",Nairobi,,Nairobi County,Kenya
4354,incident_6617, Touching ," there was a man who was pretending to be drunk and started touching girl's private parts and he claims that he does not know what he is doing  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"kamukunji,Kibera, Nairobi, Kenya",Touching /Groping,-1.3135725,36.782063799999996,"-1.3135725,36.782063799999996",Nairobi,,Nairobi County,Kenya
4355,incident_6613, Ogling/facial expressions ," men wink at us when we pass throuh that route  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Lindi, Kibera, Nairobi, Kenya",Ogling/Facial Expressions/Staring,-1.3156086999999999,36.7920489,"-1.3156086999999999,36.7920489",Nairobi,,Nairobi County,Kenya
4356,incident_6612, catcalls/commenting/ogling ," When you pass at darajani the men call you and wink at you then they tell you you are enough for them.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Darajani, Kibera, Nairobi, Kenya",Ogling/Facial Expressions/Staring,-1.3111453000000002,36.7875707,"-1.3111453000000002,36.7875707",Nairobi,,Nairobi County,Kenya
